sdv_primary_key,media_type,has_media,text_len,timestamp_hour,timestamp_minute,asks_for_reply,deadline,has_direct_mention,is_greeting,opt_out,otp,payment,promotional,suspicious_link,is_forwarded,has_url,n_mentions,chat_type,is_group,recent_messages_count,group_muted_by_user,membership_role,membership_messages_read_30d,membership_messages_sent_30d,membership_replies_sent_30d,membership_notifications_dismissed_30d,group_member_count,group_admin_count,group_messages_30d,group_type,sender_is_business,sender_is_verified,sender_type,sender_messages_opened_30d,sender_messages_replied_30d,sender_messages_reported_30d,sender_notifications_dismissed_30d,user_messages_opened_30d,user_messages_replied_30d,user_messages_reported_30d,user_notifications_dismissed_30d,has_quiet_hours,is_in_quiet_hours,is_business,business_is_verified,business_account_age_days,business_domain_age_days,business_messages_sent_30d,business_user_reports_30d,business_category,domain_matches_official,purchase_history_count,rel_activity_count_180d,rel_messages_opened_30d,rel_messages_dismissed_30d,rel_messages_replied_30d,rel_allows_promotions,rel_opted_out,subscription,hist_message_opened,hist_message_replied,hist_message_reported,hist_muted_after_message,hist_notification_dismissed,similar_messages_count,priority,confidence,action,message_type,message_id
2055,voice,True,104,10,55,False,False,False,False,False,False,False,False,False,False,False,0,group,True,2,False,member,7,12,5,9,226,2,895,marketplace,False,False,group,96,24,3,45,94,20,1,14,True,True,False,False,0,0,0,3,none,False,0,0,2,0,2,none,False,none,14,12,9,2,2,5,-18,0.76,mute,scam,synthetic
2056,none,True,133,15,19,True,False,False,False,True,False,False,True,False,False,False,0,group,True,7,False,member,4,2,0,4,202,1,833,none,False,False,group,70,18,0,32,115,22,1,15,True,False,False,False,0,0,0,9,none,False,0,0,7,1,1,none,False,none,7,6,1,2,2,4,-11,0.75,notify,personal,synthetic
2057,image,True,218,22,50,False,False,False,False,False,True,False,False,False,False,False,0,group,False,17,False,none,1,0,0,0,52,0,346,none,False,False,group,45,20,1,37,116,27,2,13,True,False,False,False,0,0,0,31,none,False,0,0,3,1,1,none,True,none,14,11,2,13,13,5,-24,0.96,mute,scam,synthetic
2058,none,False,209,19,9,False,False,False,False,False,True,False,False,False,False,False,0,group,True,18,False,admin,19,16,8,7,186,3,730,coworker,False,False,group,95,26,4,58,77,24,4,25,True,False,False,False,0,0,0,0,none,False,0,0,2,0,1,none,False,none,20,16,6,6,6,5,6,0.85,notify,payment,synthetic
2059,none,True,140,16,37,False,True,False,False,False,False,False,False,False,False,False,0,group,False,8,False,none,1,0,0,5,2,0,46,none,False,False,group,18,24,2,49,112,19,1,13,True,False,True,True,0,0,0,26,none,False,0,0,6,0,1,none,False,none,3,0,0,2,2,5,-5,0.79,mute,scam,synthetic
2060,none,True,118,22,6,False,False,False,False,False,False,True,False,False,False,False,0,group,True,19,False,admin,25,19,12,8,214,4,843,school_group,False,False,group,96,30,3,28,95,22,2,27,True,False,False,False,0,0,0,8,none,False,0,0,0,0,1,none,False,upcoming_clinic_appointment,21,20,7,1,1,0,8,0.76,digest,event,synthetic
2061,none,False,229,8,54,True,False,False,False,False,False,False,False,False,False,False,0,business,False,4,True,none,1,0,0,0,0,0,0,none,True,False,group,22,13,1,0,32,8,2,31,True,False,False,False,4213,3279,4635,54,none,False,7,7,8,1,2,none,False,none,10,6,0,14,14,5,7,0.77,digest,personal,synthetic
2062,none,False,78,20,30,True,False,False,False,False,False,False,False,False,False,False,0,group,True,0,False,member,3,7,2,7,217,1,886,marketplace,True,False,business,71,27,2,42,33,3,1,62,True,False,False,False,0,0,0,10,ecommerce_delivery,False,0,0,1,0,0,none,False,none,0,0,5,1,1,5,-12,0.8,mute,promotion,synthetic
2063,none,False,209,21,10,False,False,False,False,False,False,False,False,False,False,False,0,business,False,7,False,none,4,3,0,1,0,1,2,none,False,True,business,17,15,2,2,18,4,4,75,True,False,True,False,1528,1208,2103,42,healthcare_product,True,1,1,7,0,2,none,False,recent_grocery_delivery,1,5,4,11,11,5,5,0.77,digest,personal,synthetic
2064,voice,False,174,19,26,True,False,False,False,False,True,False,False,False,False,False,0,business,False,1,False,none,1,0,0,2,1,0,20,marketplace,True,False,business,16,6,0,1,85,25,0,21,True,False,True,False,4338,3391,4819,53,healthcare,True,6,6,8,3,2,none,False,none,2,4,9,14,14,5,-3,0.76,notify,payment,synthetic
2065,none,False,164,22,29,False,False,False,False,False,False,True,False,False,True,False,0,group,True,20,False,member,24,19,12,2,45,4,318,real_estate,False,False,group,87,31,3,32,70,26,3,57,True,False,True,False,0,0,0,3,none,True,0,0,1,0,0,none,False,none,23,23,9,2,2,5,0,0.81,digest,personal,synthetic
2066,image,False,109,18,6,False,False,False,False,False,False,False,False,True,True,False,0,personal,False,5,False,none,5,0,0,0,0,0,0,none,False,False,group,51,21,2,30,95,18,1,45,True,False,False,False,0,0,0,26,none,False,0,0,3,0,1,none,False,none,1,3,4,0,0,1,-27,0.81,mute,scam,synthetic
2067,none,False,223,18,26,False,False,False,False,False,False,False,False,False,True,False,0,personal,False,5,False,none,6,8,9,0,0,0,7,marketplace,False,False,group,87,27,2,42,99,24,2,22,True,False,False,False,0,0,0,5,none,False,0,0,1,0,1,none,True,none,14,16,1,1,1,5,-9,0.86,mute,forward,synthetic
2068,image,False,127,13,35,False,False,False,False,False,False,False,False,False,False,False,0,group,True,4,False,member,1,1,0,0,0,0,0,society,True,True,group,73,28,3,7,17,3,2,81,True,False,False,False,1,1,20,41,none,True,6,6,7,1,0,none,True,delivery_expected_today,1,2,3,12,12,5,11,0.76,notify,event,synthetic
2069,none,False,175,7,14,False,False,False,False,False,True,False,False,False,False,False,0,personal,False,15,False,none,5,0,2,4,167,1,737,none,False,False,group,76,26,3,57,106,18,1,13,True,False,False,False,0,0,0,1,none,False,0,0,5,0,2,none,False,none,22,20,7,9,9,5,-17,0.75,mute,scam,synthetic
2070,none,False,220,16,34,True,False,False,False,True,True,True,False,False,False,False,0,business,False,3,False,member,3,1,2,0,0,0,2,none,False,False,business,10,5,0,1,110,41,4,16,True,False,False,True,4451,3483,5308,55,travel,False,1,1,7,4,2,none,False,old_sale_subscription,18,16,0,0,0,5,-5,0.82,notify,event,synthetic
2071,none,False,65,14,14,False,True,False,False,False,False,True,False,False,False,False,0,group,True,0,True,member,2,1,0,9,239,1,952,society,False,False,group,23,20,4,38,20,3,4,52,True,False,False,False,0,0,0,9,none,False,0,0,2,2,1,none,False,none,0,0,5,13,13,0,6,0.82,notify,event,synthetic
2072,none,False,123,14,36,False,False,True,False,False,False,False,False,False,False,False,1,group,True,19,False,admin,30,19,12,9,241,4,961,investment_tips,False,False,group,97,31,4,56,70,21,1,37,True,False,False,False,0,0,0,0,none,False,0,0,0,0,1,none,False,none,22,23,6,9,9,5,3,0.77,digest,personal,synthetic
2073,none,False,184,22,22,False,True,False,False,False,False,True,False,False,False,False,0,group,True,3,False,admin,16,19,11,3,131,3,603,school_group,False,False,group,97,31,3,47,49,27,4,36,True,False,False,False,0,0,0,0,none,True,0,0,0,0,1,none,False,none,21,22,7,0,0,5,3,0.92,notify,payment,synthetic
2074,none,True,85,9,18,False,False,False,False,False,False,True,False,False,True,False,0,group,True,20,True,admin,15,19,8,9,241,4,963,society,False,False,group,96,26,2,24,65,7,1,34,True,False,False,False,0,0,0,4,none,False,0,0,5,0,2,none,False,none,18,8,8,11,11,5,3,0.76,digest,personal,synthetic
2075,none,False,155,10,13,False,False,False,False,False,False,True,False,False,False,False,0,group,True,20,False,admin,20,13,10,0,54,2,322,dance_class,False,True,group,81,23,2,20,59,11,3,57,True,False,False,False,0,0,0,3,travel,False,0,0,7,1,2,0,False,loan_promotions_opted_out,22,19,8,9,9,5,4,0.77,notify,payment,synthetic
2076,voice,False,84,18,45,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,8,False,none,4,3,1,6,0,1,0,none,False,False,group,96,30,4,54,30,4,2,70,True,False,False,False,0,0,0,14,none,False,0,0,2,0,1,none,False,none,6,1,6,6,6,5,8,0.75,notify,personal,synthetic
2077,none,False,153,18,37,True,False,False,False,True,False,False,False,False,False,True,0,group,True,8,False,member,13,13,9,1,89,2,422,marketplace,False,False,business,58,21,2,20,60,13,1,65,True,False,False,False,0,0,4,53,bank,False,0,0,2,0,0,none,False,none,11,10,6,14,14,5,-17,0.75,digest,personal,synthetic
2078,none,False,228,20,17,False,False,False,False,False,False,True,False,False,False,False,0,personal,False,5,False,none,3,4,4,1,0,0,1,none,False,False,personal,91,22,2,27,80,13,0,67,True,False,False,True,0,0,0,18,none,True,0,0,2,0,0,none,False,travel_package_interest,10,2,1,6,6,5,-7,0.9,digest,business_update,synthetic
2079,none,False,172,19,33,False,False,False,False,False,False,False,False,False,False,False,0,group,True,18,False,member,2,3,0,9,65,1,356,family,False,False,business,59,17,2,11,66,9,1,46,True,False,False,False,0,0,13,33,none,True,0,0,7,0,1,none,False,none,17,15,4,2,2,5,-2,0.82,digest,personal,synthetic
2080,voice,True,89,19,25,False,False,False,False,False,True,False,False,False,False,False,0,personal,True,0,False,member,15,18,4,9,240,3,952,school_group,False,False,group,97,29,3,56,110,27,1,16,True,False,False,False,0,0,0,0,none,False,0,0,1,0,2,none,False,none,2,3,4,0,0,4,-10,0.75,digest,personal,synthetic
2081,voice,False,44,22,10,False,False,False,False,False,False,True,False,False,False,False,0,personal,True,1,False,member,5,2,2,7,57,2,345,school_group,False,False,group,95,27,4,37,40,8,3,35,True,False,True,False,0,0,0,0,travel,False,0,0,5,0,2,none,False,none,3,4,7,1,1,0,-6,0.77,notify,event,synthetic
2082,image,True,169,22,43,False,False,False,False,False,False,False,True,False,False,False,0,group,True,11,True,member,11,13,7,7,33,2,233,none,False,False,group,90,29,3,45,66,13,3,25,True,False,False,False,0,0,0,29,none,False,0,0,1,0,0,none,False,none,7,7,8,12,12,5,5,0.76,digest,personal,synthetic
2083,none,False,136,20,6,False,False,False,False,False,False,False,True,False,False,False,0,personal,True,13,False,none,4,3,2,3,2,2,27,marketplace,False,False,group,84,21,2,45,76,13,2,26,True,False,False,False,0,0,0,1,none,False,0,0,2,0,2,none,False,none,14,19,4,6,6,5,-1,0.75,digest,personal,synthetic
2084,image,True,137,21,10,False,True,False,False,False,False,False,False,False,True,False,0,group,True,18,False,admin,9,18,5,7,216,3,863,coworker,False,False,business,96,24,1,11,53,9,2,43,True,True,False,False,0,0,0,11,none,False,0,0,4,0,1,none,False,travel_package_interest,15,13,9,15,15,5,-2,0.89,mute,forward,synthetic
2085,none,False,220,13,6,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,2,False,none,5,5,3,9,14,1,108,family,False,False,group,95,24,3,52,44,8,2,37,True,False,False,False,0,0,0,9,none,False,0,0,1,0,1,none,False,none,1,2,2,0,0,5,-6,0.79,digest,personal,synthetic
2086,none,False,172,17,23,True,False,False,False,False,False,False,True,False,True,False,0,group,True,20,False,admin,27,19,12,9,198,4,780,real_estate,False,False,group,97,31,4,33,35,15,4,67,True,False,False,False,0,0,0,0,none,False,0,0,1,0,1,none,True,upcoming_clinic_appointment,22,22,6,7,7,5,10,0.75,notify,event,synthetic
2087,none,False,229,19,30,False,False,False,False,True,True,False,False,False,True,False,0,group,True,6,True,member,3,0,0,8,236,1,938,family,False,False,group,16,13,4,27,83,10,4,15,True,False,False,False,0,0,0,6,none,False,3,3,8,2,2,none,False,none,3,1,1,9,9,5,-23,0.76,mute,promotion,synthetic
2088,none,False,222,22,5,False,False,False,False,False,True,True,False,False,False,False,0,group,False,2,False,member,9,1,6,5,26,1,198,none,True,True,group,15,16,4,25,74,18,1,26,True,False,True,False,0,0,0,39,none,False,0,0,2,0,1,none,False,none,3,5,9,5,5,5,-16,0.81,mute,scam,synthetic
2089,none,False,170,13,6,False,False,False,False,False,False,False,False,False,False,False,0,personal,False,0,False,none,1,0,0,0,0,0,0,none,True,False,business,7,5,2,9,41,6,1,57,True,False,True,True,4406,3450,5088,54,none,True,6,6,8,0,2,1,False,food_promotions_opted_out,1,0,1,2,2,5,-8,0.85,digest,business_update,synthetic
2090,none,True,147,14,5,False,False,False,False,False,True,False,False,False,True,False,0,group,True,10,False,member,9,10,5,9,230,3,902,marketplace,False,False,group,86,19,2,49,109,16,2,13,True,False,False,False,0,0,0,8,none,False,0,0,7,0,2,none,False,none,9,7,1,11,11,5,4,0.77,notify,event,synthetic
2091,image,False,145,21,11,False,False,False,False,False,False,False,True,False,False,False,0,business,False,17,False,none,1,0,0,0,0,0,2,none,True,True,group,1,3,2,1,50,8,4,25,True,False,True,True,4441,3476,5248,55,none,True,7,7,8,5,2,0,False,none,17,9,1,13,13,5,6,0.75,digest,promotion,synthetic
2092,none,False,168,19,9,True,False,False,False,False,False,False,False,False,True,False,0,group,True,1,False,member,5,4,8,1,16,1,151,none,True,False,group,70,29,4,17,48,8,3,56,True,True,False,False,0,0,0,9,none,False,0,0,6,0,2,none,False,none,1,2,5,10,10,5,-14,0.77,notify,urgent,synthetic
2093,none,False,128,20,33,False,False,False,False,False,False,False,False,False,False,False,0,personal,False,2,False,none,3,1,0,8,156,1,663,none,True,False,personal,87,26,4,58,71,12,2,15,True,False,True,False,0,0,0,2,none,False,0,0,1,0,0,none,False,none,18,11,8,2,2,5,-1,0.76,digest,personal,synthetic
2094,none,False,215,14,16,False,False,False,False,False,False,False,False,True,True,False,0,group,True,18,False,member,13,14,4,9,145,2,626,none,False,True,group,84,23,4,52,62,5,1,43,True,False,False,False,0,0,0,7,none,False,0,0,3,0,0,none,False,none,8,3,5,5,5,5,-23,0.88,mute,spam,synthetic
2095,none,True,199,10,26,True,False,False,False,False,False,False,False,False,False,False,0,business,True,20,False,admin,25,18,11,6,199,4,786,college_students,False,False,group,95,24,3,41,62,17,3,39,True,False,False,False,0,0,0,1,none,False,1,1,7,4,2,none,False,none,18,12,4,13,13,5,1,0.75,digest,personal,synthetic
2096,none,False,152,14,44,False,False,False,False,False,True,False,False,False,False,False,0,personal,False,1,False,member,17,14,7,1,45,1,280,dance_class,False,False,group,95,29,4,58,115,31,1,15,True,False,False,False,0,0,0,1,none,False,0,0,0,0,1,none,False,none,8,12,2,0,0,5,-17,0.75,mute,scam,synthetic
2097,voice,True,209,22,52,False,False,False,False,False,True,False,True,False,True,False,0,group,True,4,False,admin,10,15,10,2,128,2,566,society,False,True,group,60,18,2,29,111,39,1,21,True,False,False,False,0,0,0,35,none,False,0,0,6,0,1,none,False,none,10,9,4,8,8,5,-9,0.8,notify,payment,synthetic
2098,none,True,228,10,31,True,False,False,False,False,True,False,False,False,False,False,0,business,True,1,True,none,5,10,1,9,232,2,913,none,False,False,group,91,18,3,46,35,7,4,34,True,False,False,True,0,0,0,10,none,False,0,0,8,0,2,none,False,none,0,0,8,10,10,5,3,0.79,notify,payment,synthetic
2099,none,False,93,9,4,False,True,False,False,False,False,True,False,False,False,False,0,group,False,12,True,none,1,0,0,9,17,1,128,none,False,False,group,54,15,3,46,41,5,2,62,True,False,False,False,0,0,0,32,none,False,0,0,3,0,1,none,False,none,4,5,5,15,15,5,7,0.75,notify,event,synthetic
2100,none,False,208,18,28,False,True,False,False,False,True,False,True,False,False,False,0,group,False,2,False,none,2,9,5,8,181,1,735,society,False,False,group,89,24,2,29,89,23,3,25,True,False,True,False,0,0,0,17,none,True,0,0,1,0,1,none,False,none,6,9,3,2,2,5,-5,0.8,notify,event,synthetic
2101,none,False,134,8,51,False,False,True,False,False,False,True,False,False,False,False,1,group,True,0,True,admin,4,5,0,9,185,3,785,society,False,False,group,84,30,4,50,40,7,1,21,True,False,False,False,0,0,0,0,none,False,0,0,7,0,2,none,True,none,14,5,4,16,16,5,11,0.75,notify,event,synthetic
2102,none,False,189,16,50,False,False,True,False,True,False,False,False,False,False,False,1,business,True,7,False,admin,23,19,11,9,241,4,962,school_group,False,False,group,96,30,4,44,83,14,2,43,True,False,False,False,0,0,0,0,none,False,0,0,2,0,0,none,False,none,8,7,5,4,4,5,-2,0.75,digest,personal,synthetic
2103,none,False,215,20,54,False,False,False,False,False,False,False,False,False,False,False,0,group,True,0,False,none,6,13,3,2,10,0,98,marketplace,False,True,business,52,19,1,20,103,39,1,26,True,False,False,False,2,1,55,54,none,True,0,0,7,0,1,none,False,none,1,6,1,0,0,5,5,0.77,digest,event,synthetic
2104,none,False,162,16,23,False,False,False,False,False,False,False,False,False,True,False,0,group,False,17,False,admin,9,11,5,9,232,2,923,none,False,False,business,65,25,1,19,78,9,1,38,True,False,False,False,0,0,0,7,credit_card,False,0,0,3,0,2,none,False,none,13,9,2,5,5,5,-20,0.76,notify,business_update,synthetic
2105,none,False,212,13,5,False,True,False,False,False,False,False,False,False,True,True,0,personal,True,10,False,member,15,16,10,9,236,3,933,real_estate,False,False,personal,97,29,4,54,93,8,1,16,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,4,0,3,5,5,5,-27,0.9,mute,scam,synthetic
2106,none,False,227,19,44,False,False,False,False,False,False,False,True,False,True,False,0,group,False,1,False,member,4,1,4,6,41,1,269,none,True,True,group,52,18,1,17,81,38,1,19,True,False,False,True,0,0,16,21,none,True,6,6,8,0,2,none,False,none,3,14,7,10,10,5,-16,0.77,digest,personal,synthetic
2107,none,False,143,15,55,False,False,False,False,False,False,False,False,False,False,False,0,group,True,18,False,admin,7,6,4,6,238,2,947,marketplace,False,False,group,78,9,1,38,117,23,0,13,True,False,False,False,0,0,0,23,credit_card,False,0,0,2,0,0,0,False,none,20,12,5,7,7,5,-3,0.78,notify,personal,synthetic
2108,none,False,158,9,16,False,False,False,False,False,False,True,False,False,False,False,0,group,False,0,False,none,1,0,0,0,0,0,0,none,True,False,group,11,20,1,8,85,22,1,29,True,False,False,False,1061,836,2112,53,ecommerce_delivery,False,0,0,2,0,2,none,True,none,5,4,4,4,4,5,10,0.81,notify,payment,synthetic
2109,none,False,221,12,38,False,False,False,False,False,False,True,False,False,True,False,0,business,True,3,False,member,11,17,2,5,23,3,167,college_students,False,False,business,86,27,3,24,60,28,2,26,True,True,False,False,0,0,0,10,none,False,0,0,6,0,2,none,False,none,22,21,1,1,1,5,4,0.77,digest,personal,synthetic
2110,none,False,197,20,10,False,False,False,False,False,False,False,False,False,False,True,0,group,True,1,False,member,17,18,6,9,238,3,947,dance_class,False,False,group,83,27,4,52,116,29,0,14,True,True,True,False,0,0,0,2,none,False,0,0,2,0,1,none,False,none,7,6,0,0,0,5,-33,0.75,mute,scam,synthetic
2111,none,False,223,10,15,True,False,False,False,False,False,False,False,False,True,False,0,personal,True,18,False,none,17,16,10,7,210,3,843,marketplace,False,False,personal,97,31,4,58,100,38,2,16,True,False,False,False,0,0,0,0,none,False,0,0,1,0,1,none,False,none,21,23,8,2,2,5,-23,0.75,mute,scam,synthetic
2112,none,False,211,9,10,False,True,False,False,False,False,False,False,False,False,False,0,group,True,15,False,member,9,10,6,5,98,2,444,marketplace,False,False,group,95,24,4,47,66,27,4,17,True,False,False,False,0,0,0,3,none,False,0,0,6,0,2,none,False,none,13,17,1,0,0,5,9,0.83,notify,event,synthetic
2113,none,False,199,18,45,False,False,False,False,False,False,False,False,False,True,False,0,group,True,2,False,member,2,0,0,4,2,0,35,none,True,False,group,50,17,3,31,77,13,1,17,True,False,False,False,0,0,0,44,none,False,0,0,3,0,1,none,False,none,4,3,1,8,8,5,3,0.82,digest,personal,synthetic
2114,voice,False,123,20,21,True,True,False,False,False,False,True,False,False,False,False,0,business,True,1,False,none,2,0,0,2,206,0,851,none,True,False,business,4,5,1,6,100,11,1,15,True,True,True,False,4426,3464,5198,52,payments,False,0,0,6,0,2,none,False,none,0,0,3,2,2,5,-22,0.75,notify,payment,synthetic
2115,none,False,201,21,14,False,False,False,False,False,False,False,False,False,False,False,0,personal,False,2,False,none,3,0,3,0,0,0,0,marketplace,False,True,personal,69,25,1,34,105,39,1,15,True,False,False,False,0,0,0,9,none,True,0,0,6,0,2,none,True,food_promotions_opted_out,18,18,8,3,3,5,-10,0.81,digest,personal,synthetic
2116,none,False,90,14,20,False,False,False,False,False,True,False,False,False,False,False,0,business,False,0,False,none,3,0,1,0,6,0,71,none,False,False,business,10,12,3,2,88,17,1,33,True,True,True,False,2348,1887,3105,54,bank,True,0,0,7,0,2,none,False,none,1,1,5,1,1,5,-40,0.75,digest,business_update,synthetic
2117,none,False,89,13,7,False,False,False,False,False,False,False,True,False,False,False,0,business,False,0,False,none,3,0,0,0,0,0,3,none,True,True,business,11,8,0,5,105,29,1,31,True,False,False,True,4448,3481,5286,54,none,True,7,7,8,1,1,none,False,recent_grocery_delivery,1,2,0,1,1,5,-3,0.78,digest,personal,synthetic
2118,none,False,191,13,44,True,False,False,False,False,False,True,False,False,False,True,0,group,False,4,True,none,3,0,2,5,6,0,64,none,False,False,group,50,17,3,20,27,5,4,67,True,False,False,False,0,0,0,35,ecommerce,False,0,0,2,0,2,none,False,none,4,7,6,15,15,5,-6,0.76,notify,event,synthetic
2119,none,True,170,15,23,False,False,False,False,False,True,False,True,False,False,False,0,group,True,17,False,admin,17,19,11,8,235,3,927,none,False,True,group,95,28,2,46,95,37,1,27,True,False,False,False,0,0,0,1,none,False,0,0,5,0,2,none,False,none,22,21,8,15,15,5,-4,0.79,notify,payment,synthetic
2120,none,False,218,13,46,True,False,False,False,True,False,True,False,False,False,False,0,group,False,11,False,member,6,3,5,0,3,1,44,dance_class,False,False,group,43,17,3,6,96,32,0,24,True,False,False,False,1,0,32,40,none,False,0,0,3,0,2,none,False,none,17,20,1,1,1,5,8,0.87,digest,personal,synthetic
2121,none,True,91,20,44,True,True,False,False,False,False,False,False,False,False,False,0,group,True,12,False,member,7,5,5,2,67,1,370,none,False,False,group,48,16,1,38,74,12,1,26,True,False,True,False,0,0,0,47,payments,False,0,0,1,0,1,none,False,old_retail_coupon_list,11,5,8,8,8,1,-2,0.77,mute,promotion,synthetic
2122,none,False,187,10,42,True,True,False,False,False,False,False,False,False,True,True,0,group,True,7,False,member,11,10,5,9,193,3,767,none,False,False,group,76,23,2,35,49,16,1,29,True,False,True,False,0,0,0,21,none,False,0,0,4,0,1,none,False,none,11,8,6,4,4,5,-4,0.84,digest,business_update,synthetic
2123,none,False,230,15,55,False,True,False,False,False,False,True,False,False,False,False,0,business,False,13,False,member,3,1,8,2,3,1,37,none,True,False,business,28,8,2,2,29,19,2,63,True,False,True,False,106,85,456,44,travel,False,0,0,6,0,1,none,False,none,20,19,5,0,0,5,2,0.77,notify,payment,synthetic
2124,image,True,191,17,5,False,False,False,False,False,False,False,True,False,True,False,0,group,True,15,False,admin,19,18,10,7,187,3,758,coworker,False,True,group,94,22,1,42,95,23,3,28,True,False,False,False,0,0,0,0,none,False,0,0,6,4,2,none,False,food_promotions_opted_out,10,5,6,14,14,5,-22,0.77,mute,forward,synthetic
2125,none,False,147,15,18,False,True,False,False,False,False,False,False,False,False,False,0,group,False,5,False,none,2,1,3,0,0,0,0,family,False,False,group,70,23,2,8,28,13,4,47,True,False,False,False,19,15,174,42,none,False,1,1,6,0,2,none,False,recent_grocery_delivery,17,8,3,2,2,5,3,0.75,notify,event,synthetic
2126,none,False,155,20,15,False,True,False,False,False,False,True,False,False,False,False,0,group,True,19,False,member,10,5,5,0,31,3,256,none,False,False,group,82,30,4,24,92,16,3,13,True,False,False,False,0,0,0,27,none,False,0,0,1,0,2,none,False,none,22,19,8,10,10,5,4,0.75,mute,scam,synthetic
2127,none,False,71,19,14,False,True,False,False,False,False,False,False,False,False,False,0,group,True,0,False,none,1,0,0,6,0,0,0,none,False,False,group,29,16,3,32,36,7,3,48,True,False,True,False,12,9,142,44,none,False,0,0,3,0,1,none,False,recent_grocery_delivery,2,0,4,1,1,0,5,0.76,digest,business_update,synthetic
2128,voice,True,9,9,2,True,False,False,False,False,False,True,False,False,False,False,0,business,True,0,False,member,1,0,0,9,227,1,913,none,True,True,group,35,11,1,7,21,3,3,54,True,True,True,True,0,0,8,39,healthcare,False,0,0,6,0,2,none,False,recent_movie_feedback,0,0,8,9,9,0,-11,0.8,digest,personal,synthetic
2129,none,False,210,20,51,True,False,True,False,False,False,False,False,False,True,False,1,group,False,17,False,admin,16,18,12,8,177,3,684,dance_class,False,False,business,91,14,2,2,86,35,2,40,True,True,False,False,0,0,2,31,none,False,0,0,5,1,2,none,False,none,17,22,2,13,13,5,1,0.82,digest,personal,synthetic
2130,none,False,143,18,7,True,True,True,False,False,False,False,False,False,False,False,1,business,True,9,False,member,23,18,11,5,215,3,848,school_group,False,False,business,86,24,2,34,71,20,4,16,True,False,False,False,0,0,0,1,none,False,0,0,6,1,1,none,True,travel_package_interest,16,14,3,4,4,5,10,0.77,mute,promotion,synthetic
2131,none,False,174,8,46,False,False,False,False,False,False,True,False,False,False,False,0,business,False,20,False,admin,17,19,7,9,232,4,915,family,False,False,business,81,25,3,15,99,14,3,21,True,False,False,False,0,0,0,12,none,False,0,0,4,0,2,none,False,none,22,19,2,14,14,5,-5,0.75,digest,personal,synthetic
2132,none,False,124,11,55,False,False,False,False,False,False,True,False,False,False,False,0,group,False,0,False,none,2,0,1,1,0,0,10,none,False,False,group,17,19,2,6,93,11,2,44,True,False,True,False,16,13,311,54,none,False,0,0,3,0,0,none,False,none,1,0,4,4,4,5,-4,0.75,notify,personal,synthetic
2133,image,True,50,17,32,True,False,True,False,False,False,False,False,False,False,False,1,group,True,8,False,member,7,7,1,9,220,3,880,local_food,False,False,group,80,31,4,56,29,4,2,38,True,False,False,False,0,0,0,0,none,False,0,0,3,0,1,none,False,prescription_refill,12,9,3,3,3,3,9,0.79,digest,personal,synthetic
2134,image,False,154,20,7,True,False,False,False,False,False,False,True,False,False,False,0,group,True,3,False,member,17,16,6,8,123,3,560,dance_class,False,False,group,88,27,4,34,88,8,0,47,True,False,False,False,0,0,0,22,none,False,0,0,0,0,0,none,False,none,2,0,1,1,1,5,-20,0.75,mute,forward,synthetic
2135,none,False,205,18,29,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,13,False,member,21,19,12,9,233,4,910,society,False,False,personal,97,30,4,58,49,22,4,62,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,True,none,21,22,6,12,12,5,-6,0.79,mute,promotion,synthetic
2136,voice,True,99,21,49,False,False,True,False,True,False,False,False,False,False,False,1,group,True,14,True,admin,3,3,0,3,4,1,64,coworker,False,False,business,56,27,3,6,51,13,2,52,True,False,False,False,1,1,43,43,none,False,0,0,5,0,2,none,False,none,5,4,1,0,0,0,-5,0.75,mute,forward,synthetic
2137,none,False,158,15,44,False,False,False,False,False,False,False,False,False,False,False,0,personal,False,6,False,none,1,0,0,2,0,0,1,family,False,False,group,84,27,4,42,26,12,3,61,True,False,False,False,0,0,0,16,none,True,0,0,4,0,1,none,False,none,13,17,4,2,2,5,3,0.8,digest,personal,synthetic
2138,none,False,213,13,55,False,False,False,False,False,True,False,True,False,True,False,0,personal,True,4,True,member,7,9,6,5,164,2,680,investment_tips,False,False,personal,95,25,2,52,71,14,2,21,True,False,False,False,0,0,0,0,none,False,0,0,5,3,2,0,False,none,4,4,3,12,12,5,10,0.9,digest,greeting,synthetic
2139,none,False,223,16,6,False,False,False,False,True,True,False,False,False,False,False,0,business,False,2,False,none,2,1,0,8,85,0,451,none,False,False,group,30,10,2,17,101,21,2,21,True,False,False,True,0,0,13,29,none,True,0,0,7,0,2,none,False,none,2,1,0,1,1,5,-3,0.92,mute,forward,synthetic
2140,none,True,191,9,23,False,False,False,False,False,False,False,False,False,True,False,0,group,True,18,False,admin,25,19,12,8,241,4,962,society,False,False,group,97,30,2,57,66,34,1,26,True,False,False,False,0,0,0,0,none,False,0,0,5,0,2,none,False,none,22,23,6,7,7,5,6,0.77,notify,payment,synthetic
